modelo,barrio,comercios_barrio,cids_barrio,almacenes_barrio,paquetes,comercios_seleccionados,semilla,total_kms_walk,total_hours_walk,total_kms_drive,total_hours_drive,distance_cost_van,distance_cost_ona,time_cost_van,time_cost_ona,total_cost
M2,LA CREU DEL GRAU,127,13,36,150,46,3,25.32,5.3258,0.8984,0.0355,0.1653,1.3926,0.8928,74.6016,77.0523
M1,LA CREU DEL GRAU,127,13,36,150,40,4,15.103,3.0941,4.889,0.1675,0.8996,0.0,82.0631,0.0,82.9627
M2,LA CREU DEL GRAU,127,13,36,150,40,4,22.185,4.5747,0.7451,0.0242,0.1371,1.2202,0.6084,64.0806,66.0463
M1,LA CREU DEL GRAU,127,13,36,150,47,5,16.91,3.5611,5.759,0.1692,1.0597,0.0,93.8531,0.0,94.9127
M2,LA CREU DEL GRAU,127,13,36,150,47,5,24.05,5.2025,0.9273,0.0291,0.1706,1.3228,0.7324,72.8738,75.0996
M1,LA CREU DEL GRAU,127,13,36,200,60,1,11.453,2.4311,5.77,0.178,1.0617,0.0,65.6462,0.0,66.7079
M2,LA CREU DEL GRAU,127,13,36,200,60,1,27.075,5.5733,0.7266,0.0223,0.1337,1.4891,0.5613,78.0682,80.2523
M1,LA CREU DEL GRAU,127,13,36,200,51,2,17.369,3.6042,6.46,0.1755,1.1886,0.0,95.0977,0.0,96.2863
M2,LA CREU DEL GRAU,127,13,36,200,51,2,37.115,8.0981,0.4191,0.0152,0.0771,2.0413,0.3833,113.4337,115.9355
M1,LA CREU DEL GRAU,127,13,36,200,54,3,19.283,4.0525,6.801,0.1717,1.2514,0.0,106.2796,0.0,107.531
M2,LA CREU DEL GRAU,127,13,36,200,54,3,29.285,6.1044,0.9528,0.0307,0.1753,1.6107,0.7721,85.5081,88.0662
M1,LA CREU DEL GRAU,127,13,36,200,54,4,20.221,4.2495,2.823,0.1703,0.5194,0.0,111.2009,0.0,111.7203
M2,LA CREU DEL GRAU,127,13,36,200,54,4,26.057,5.3592,0.5055,0.0228,0.093,1.4331,0.5748,75.0685,77.1695
M1,LA CREU DEL GRAU,127,13,36,200,54,5,20.381,4.2622,5.416,0.2189,0.9965,0.0,112.7449,0.0,113.7414
M2,LA CREU DEL GRAU,127,13,36,200,54,5,30.282,6.4825,1.4752,0.0605,0.2714,1.6655,1.5212,90.8036,94.2617
M1,LA CREU DEL GRAU,127,13,36,250,69,1,25.719,5.3461,3.218,0.1553,0.5921,0.0,138.4152,0.0,139.0073
M2,LA CREU DEL GRAU,127,13,36,250,69,1,30.492,6.2458,0.396,0.0184,0.0729,1.6771,0.4622,87.4883,89.7004
M1,LA CREU DEL GRAU,127,13,36,250,59,2,21.474,4.4483,5.923,0.1717,1.0898,0.0,116.2392,0.0,117.329
M2,LA CREU DEL GRAU,127,13,36,250,59,2,42.905,9.3428,0.6846,0.02,0.126,2.3598,0.5034,130.8688,133.8579
M1,LA CREU DEL GRAU,127,13,36,250,63,3,21.036,4.4147,5.958,0.177,1.0963,0.0,115.5263,0.0,116.6226
M2,LA CREU DEL GRAU,127,13,36,250,63,3,33.195,6.8539,0.8991,0.0287,0.1654,1.8257,0.7213,96.006,98.7185
M1,LA CREU DEL GRAU,127,13,36,250,65,4,25.587,5.3431,3.548,0.215,0.6528,0.0,139.841,0.0,140.4938
M2,LA CREU DEL GRAU,127,13,36,250,65,4,29.512,6.0367,1.1557,0.0463,0.2127,1.6232,1.1651,84.5588,87.5597
M1,LA CREU DEL GRAU,127,13,36,250,63,5,26.499,5.6372,5.794,0.1717,1.0661,0.0,146.1515,0.0,147.2176
M2,LA CREU DEL GRAU,127,13,36,250,63,5,30.349,6.5158,0.2783,0.0198,0.0512,1.6692,0.4994,91.2705,93.4903
M1,LA CREU DEL GRAU,127,13,36,300,81,1,32.289,6.7153,4.55,0.1567,0.8372,0.0,172.8995,0.0,173.7367
M2,LA CREU DEL GRAU,127,13,36,300,81,1,36.256,7.4311,0.667,0.0222,0.1227,1.9941,0.5576,104.0911,106.7656
M1,LA CREU DEL GRAU,127,13,36,300,67,2,25.206,5.1983,4.474,0.19,0.8232,0.0,135.5705,0.0,136.3937
M2,LA CREU DEL GRAU,127,13,36,300,67,2,48.442,10.4866,1.005,0.0309,0.1849,2.6643,0.7778,146.8917,150.5188
M1,LA CREU DEL GRAU,127,13,36,300,69,3,25.339,5.3155,5.759,0.1725,1.0597,0.0,138.0781,0.0,139.1377
M2,LA CREU DEL GRAU,127,13,36,300,69,3,39.123,8.0567,0.6701,0.0281,0.1233,2.1518,0.7073,112.8542,115.8366
M1,LA CREU DEL GRAU,127,13,36,300,75,4,28.272,5.8836,6.513,0.1686,1.1984,0.0,152.2738,0.0,153.4722
M2,LA CREU DEL GRAU,127,13,36,300,75,4,33.92,6.9566,0.8062,0.0231,0.1483,1.8656,0.5802,97.445,100.0392
M1,LA CREU DEL GRAU,127,13,36,300,73,5,22.244,4.6622,5.732,0.1719,1.0547,0.0,121.6281,0.0,122.6827
M2,LA CREU DEL GRAU,127,13,36,300,73,5,40.279,8.5886,0.3619,0.0219,0.0666,2.2153,0.5515,120.3048,123.1383
M1,LA CREU DEL GRAU,127,13,36,350,87,1,34.695,7.2411,6.364,0.1783,1.171,0.0,186.6734,0.0,187.8443
M2,LA CREU DEL GRAU,127,13,36,350,87,1,42.679,8.7322,0.3295,0.0129,0.0606,2.3473,0.3248,122.3165,125.0493
M1,LA CREU DEL GRAU,127,13,36,350,72,2,30.524,6.2508,5.902,0.1825,1.086,0.0,161.8627,0.0,162.9486
M2,LA CREU DEL GRAU,127,13,36,350,72,2,32.799,7.1216,0.7456,0.0244,0.1372,1.8039,0.614,99.7565,102.3117
M1,LA CREU DEL GRAU,127,13,36,350,79,3,31.128,6.5158,6.037,0.1836,1.1108,0.0,168.5573,0.0,169.6681
M2,LA CREU DEL GRAU,127,13,36,350,79,3,43.682,8.9367,0.8991,0.0287,0.1654,2.4025,0.7213,125.1806,128.4699
M1,LA CREU DEL GRAU,127,13,36,350,77,4,30.923,6.4058,5.975,0.1706,1.0994,0.0,165.4614,0.0,166.5608
M2,LA CREU DEL GRAU,127,13,36,350,77,4,38.542,7.8928,0.3408,0.0133,0.0627,2.1198,0.3342,110.5584,113.0751
M1,LA CREU DEL GRAU,127,13,36,350,82,5,24.974,5.2111,5.729,0.1711,1.0541,0.0,135.4162,0.0,136.4703
M2,LA CREU DEL GRAU,127,13,36,350,82,5,39.868,8.597,0.4353,0.0238,0.0801,2.1927,0.5991,120.4222,123.2942
M1,LA GRAN VIA,311,37,41,50,22,1,5.987,1.2567,3.771,0.165,0.6939,0.0,35.7696,0.0,36.4634
M2,LA GRAN VIA,311,37,41,50,22,1,17.762,3.7478,1.3466,0.0468,0.2478,0.9769,1.1774,52.4971,54.8992
M1,LA GRAN VIA,311,37,41,50,15,2,5.195,1.1344,4.463,0.1408,0.8212,0.0,32.0857,0.0,32.9069
M2,LA GRAN VIA,311,37,41,50,15,2,11.715,2.4766,0.5372,0.0296,0.0988,0.6443,0.7435,34.6917,36.1783
M1,LA GRAN VIA,311,37,41,50,20,3,6.401,1.4425,4.614,0.1725,0.849,0.0,40.633,0.0,41.482
M2,LA GRAN VIA,311,37,41,50,20,3,15.182,3.3236,0.7414,0.0368,0.1364,0.835,0.9268,46.5556,48.4538
M1,LA GRAN VIA,311,37,41,50,19,4,5.237,1.1825,4.667,0.1478,0.8587,0.0,33.4695,0.0,34.3282
M2,LA GRAN VIA,311,37,41,50,19,4,11.86,2.6117,0.7267,0.0239,0.1337,0.6523,0.6005,36.5832,37.9697
M1,LA GRAN VIA,311,37,41,50,18,5,5.769,1.2697,5.386,0.152,0.991,0.0,35.7687,0.0,36.7597
M2,LA GRAN VIA,311,37,41,50,18,5,14.514,3.1453,1.3512,0.0467,0.2486,0.7983,1.1742,44.0573,46.2784
M1,LA GRAN VIA,311,37,41,100,37,1,9.507,2.067,6.635,0.2228,1.2208,0.0,57.6097,0.0,58.8305
M2,LA GRAN VIA,311,37,41,100,37,1,18.066,3.8717,0.9643,0.0388,0.1774,0.9936,0.9768,54.2326,56.3804
M1,LA GRAN VIA,311,37,41,100,32,2,8.379,1.8094,4.183,0.1645,0.7697,0.0,49.6629,0.0,50.4326
M2,LA GRAN VIA,311,37,41,100,32,2,17.499,3.7394,1.084,0.0353,0.1995,0.9624,0.8889,52.3803,54.4311
M1,LA GRAN VIA,311,37,41,100,33,3,11.088,2.4355,5.079,0.1786,0.9345,0.0,65.7716,0.0,66.7061
M2,LA GRAN VIA,311,37,41,100,33,3,24.707,5.3361,0.7033,0.023,0.1294,1.3589,0.5793,74.7454,76.813
M1,LA GRAN VIA,311,37,41,100,38,4,8.504,1.9053,5.733,0.1975,1.0549,0.0,52.906,0.0,53.9609
M2,LA GRAN VIA,311,37,41,100,38,4,17.479,3.8522,0.5541,0.0163,0.102,0.9613,0.4101,53.9602,55.4335
M1,LA GRAN VIA,311,37,41,100,35,5,10.972,2.4364,5.43,0.1975,0.9991,0.0,66.2681,0.0,67.2672
M2,LA GRAN VIA,311,37,41,100,35,5,21.785,4.7403,0.5593,0.0317,0.1029,1.1982,0.797,66.3993,68.4974
M1,LA GRAN VIA,311,37,41,150,52,1,11.847,2.5808,6.19,0.2419,1.139,0.0,71.0208,0.0,72.1598
M2,LA GRAN VIA,311,37,41,150,52,1,30.866,6.5783,0.4388,0.0213,0.0807,1.6976,0.535,92.1458,94.4591
M1,LA GRAN VIA,311,37,41,150,46,2,13.469,2.9069,4.694,0.182,0.8637,0.0,77.7159,0.0,78.5796
M2,LA GRAN VIA,311,37,41,150,46,2,28.416,6.0358,1.0556,0.0364,0.1942,1.5629,0.9154,84.5472,87.2197
M1,LA GRAN VIA,311,37,41,150,49,3,14.433,3.1528,5.976,0.2319,1.0996,0.0,85.1599,0.0,86.2595
M2,LA GRAN VIA,311,37,41,150,49,3,23.192,5.1122,0.7258,0.0377,0.1335,1.2756,0.9486,71.6091,73.9669
M1,LA GRAN VIA,311,37,41,150,50,4,10.984,2.4525,5.742,0.2197,1.0565,0.0,67.2326,0.0,68.2891
M2,LA GRAN VIA,311,37,41,150,50,4,30.523,6.6211,0.9055,0.0349,0.1666,1.6788,0.8779,92.7453,95.4686
M1,LA GRAN VIA,311,37,41,150,49,5,14.818,3.2658,6.071,0.2003,1.1171,0.0,87.2075,0.0,88.3246
M2,LA GRAN VIA,311,37,41,150,49,5,26.938,5.8533,0.6584,0.0257,0.1212,1.4816,0.6461,81.9906,84.2394
M1,LA GRAN VIA,311,37,41,200,67,1,17.006,3.7108,6.293,0.2319,1.1579,0.0,99.2008,0.0,100.3588
M2,LA GRAN VIA,311,37,41,200,67,1,36.489,7.8652,0.7501,0.028,0.138,2.0069,0.7053,110.1725,113.0227
M1,LA GRAN VIA,311,37,41,200,62,2,15.468,3.3356,6.021,0.2283,1.1079,0.0,89.6677,0.0,90.7756
M2,LA GRAN VIA,311,37,41,200,62,2,35.09,7.462,0.3699,0.0232,0.0681,1.93,0.5847,104.5235,107.1062
M1,LA GRAN VIA,311,37,41,200,62,3,15.937,3.4909,6.156,0.2414,1.1327,0.0,93.9034,0.0,95.0361
M2,LA GRAN VIA,311,37,41,200,62,3,30.493,6.5658,0.5324,0.0161,0.098,1.6771,0.405,91.9707,94.1508
M1,LA GRAN VIA,311,37,41,200,67,4,14.008,3.1214,6.754,0.2658,1.2427,0.0,85.2228,0.0,86.4655
M2,LA GRAN VIA,311,37,41,200,67,4,36.979,7.9978,1.0595,0.0401,0.1949,2.0338,1.008,112.0287,115.2655
M1,LA GRAN VIA,311,37,41,200,59,5,16.737,3.6823,5.976,0.235,1.0996,0.0,98.5584,0.0,99.658
M2,LA GRAN VIA,311,37,41,200,59,5,30.817,6.6939,0.7171,0.027,0.132,1.6949,0.6795,93.765,96.2714
M1,LA GRAN VIA,311,37,41,250,82,1,22.464,4.9105,7.083,0.2456,1.3033,0.0,129.7266,0.0,131.0299
M2,LA GRAN VIA,311,37,41,250,82,1,40.521,8.7239,1.1306,0.0378,0.208,2.2287,0.9514,122.2,125.5881
M1,LA GRAN VIA,311,37,41,250,77,2,18.763,4.0809,6.159,0.2411,1.1333,0.0,108.7415,0.0,109.8748
M2,LA GRAN VIA,311,37,41,250,77,2,45.373,9.6789,0.5495,0.03,0.1011,2.4955,0.7541,135.5767,138.9274
M1,LA GRAN VIA,311,37,41,250,73,3,20.326,4.4594,6.155,0.2639,1.1325,0.0,118.8382,0.0,119.9707
M2,LA GRAN VIA,311,37,41,250,73,3,45.058,9.7381,0.5339,0.0156,0.0982,2.4782,0.392,136.4057,139.3741
M1,LA GRAN VIA,311,37,41,250,78,4,17.89,3.9419,6.461,0.2475,1.1888,0.0,105.4061,0.0,106.595
M2,LA GRAN VIA,311,37,41,250,78,4,33.32,7.2181,0.7208,0.0237,0.1326,1.8326,0.5965,101.1073,103.669
M1,LA GRAN VIA,311,37,41,250,74,5,22.78,5.0436,6.236,0.2447,1.1474,0.0,133.0549,0.0,134.2023
M2,LA GRAN VIA,311,37,41,250,74,5,36.501,7.943,0.4243,0.0203,0.0781,2.0076,0.5115,111.262,113.8592
M1,LA GRAN VIA,311,37,41,300,92,1,24.574,5.3677,6.765,0.2558,1.2448,0.0,141.4889,0.0,142.7337
M2,LA GRAN VIA,311,37,41,300,92,1,48.787,10.48,0.6325,0.034,0.1164,2.6833,0.8565,146.7986,150.4548
M1,LA GRAN VIA,311,37,41,300,89,2,19.989,4.3475,4.273,0.2158,0.7862,0.0,114.8139,0.0,115.6001
M2,LA GRAN VIA,311,37,41,300,89,2,49.392,10.4708,0.828,0.0333,0.1524,2.7166,0.8371,146.67,150.3759
M1,LA GRAN VIA,311,37,41,300,85,3,24.367,5.3047,6.001,0.252,1.1042,0.0,139.8057,0.0,140.9099
M2,LA GRAN VIA,311,37,41,300,85,3,47.72,10.2961,0.8639,0.0294,0.159,2.6246,0.7399,144.2224,147.7458
M1,LA GRAN VIA,311,37,41,300,89,4,20.334,4.4178,6.421,0.2475,1.1815,0.0,117.3781,0.0,118.5596
M2,LA GRAN VIA,311,37,41,300,89,4,44.847,9.6433,0.7688,0.0376,0.1415,2.4666,0.9463,135.0788,138.6331
M1,LA GRAN VIA,311,37,41,300,87,5,23.93,5.2541,6.334,0.2425,1.1655,0.0,138.2957,0.0,139.4612
M2,LA GRAN VIA,311,37,41,300,87,5,40.885,8.8823,0.6873,0.0268,0.1265,2.2487,0.6749,124.4181,127.4681
M1,LA GRAN VIA,311,37,41,350,108,1,27.686,6.0597,6.371,0.2336,1.1723,0.0,158.3398,0.0,159.5121
M2,LA GRAN VIA,311,37,41,350,108,1,53.636,11.5302,0.7875,0.0307,0.1449,2.95,0.7728,161.51,165.3777
M1,LA GRAN VIA,311,37,41,350,101,2,23.854,5.1689,6.234,0.2331,1.1471,0.0,135.9135,0.0,137.0605
M2,LA GRAN VIA,311,37,41,350,101,2,57.244,12.1461,0.4271,0.0249,0.0786,3.1484,0.6254,170.1365,173.9889
M1,LA GRAN VIA,311,37,41,350,93,3,27.112,5.9116,5.817,0.2586,1.0703,0.0,155.2435,0.0,156.3138
M2,LA GRAN VIA,311,37,41,350,93,3,51.298,11.0636,0.8252,0.0293,0.1518,2.8214,0.7384,154.9734,158.685
M1,LA GRAN VIA,311,37,41,350,106,4,23.925,5.1953,6.334,0.2595,1.1655,0.0,137.2407,0.0,138.4061
M2,LA GRAN VIA,311,37,41,350,106,4,46.711,10.1092,0.7105,0.0233,0.1307,2.5691,0.5866,141.6039,144.8903
M1,LA GRAN VIA,311,37,41,350,100,5,27.092,5.9358,6.89,0.2669,1.2678,0.0,156.062,0.0,157.3298
M2,LA GRAN VIA,311,37,41,350,100,5,44.579,9.6303,0.9004,0.0302,0.1657,2.4518,0.7604,134.8962,138.2741
M1,LA GRAN VIA,311,37,41,400,121,1,31.789,6.928,7.074,0.2386,1.3016,0.0,180.3121,0.0,181.6137
M2,LA GRAN VIA,311,37,41,400,121,1,57.89,12.5339,1.1236,0.0366,0.2067,3.184,0.921,175.5688,179.8805
M1,LA GRAN VIA,311,37,41,400,114,2,26.6,5.7828,4.978,0.2439,0.916,0.0,151.6318,0.0,152.5477
M2,LA GRAN VIA,311,37,41,400,114,2,58.553,12.44,0.828,0.0333,0.1524,3.2204,0.8371,174.2531,178.4629
M1,LA GRAN VIA,311,37,41,400,106,3,30.091,6.5466,6.51,0.2595,1.1978,0.0,171.2406,0.0,172.4385
M2,LA GRAN VIA,311,37,41,400,106,3,59.656,12.8003,0.3598,0.0114,0.0662,3.2811,0.288,179.2997,182.935
M1,LA GRAN VIA,311,37,41,400,119,4,26.28,5.7075,7.06,0.2728,1.299,0.0,150.4643,0.0,151.7634
M2,LA GRAN VIA,311,37,41,400,119,4,59.037,12.6975,0.417,0.0124,0.0767,3.247,0.3128,177.8602,181.4967
M1,LA GRAN VIA,311,37,41,400,117,5,31.285,6.8433,7.105,0.2545,1.3073,0.0,178.5798,0.0,179.8871
M2,LA GRAN VIA,311,37,41,400,117,5,51.706,11.2303,1.032,0.0337,0.1899,2.8438,0.8486,157.3082,161.1905
M1,LA GRAN VIA,311,37,41,450,131,1,34.122,7.4355,6.802,0.2478,1.2516,0.0,193.3114,0.0,194.563
M2,LA GRAN VIA,311,37,41,450,131,1,65.29,14.0292,1.0664,0.0376,0.1962,3.591,0.9449,196.5136,201.2456
M1,LA GRAN VIA,311,37,41,450,125,2,29.688,6.452,6.472,0.2472,1.1908,0.0,168.5519,0.0,169.7427
M2,LA GRAN VIA,311,37,41,450,125,2,61.585,13.2072,0.3342,0.022,0.0615,3.3872,0.553,185.0003,189.0019
M1,LA GRAN VIA,311,37,41,450,117,3,23.042,5.1366,6.413,0.2472,1.18,0.0,135.4564,0.0,136.6364
M2,LA GRAN VIA,311,37,41,450,117,3,66.303,14.3202,0.7365,0.0366,0.1355,3.6467,0.9197,200.5909,205.2928
M1,LA GRAN VIA,311,37,41,450,130,4,31.127,6.8022,6.859,0.2603,1.2621,0.0,177.6925,0.0,178.9546
M2,LA GRAN VIA,311,37,41,450,130,4,64.892,13.9964,0.8229,0.028,0.1514,3.5691,0.7052,196.0543,200.48
M1,LA GRAN VIA,311,37,41,450,127,5,32.756,7.1666,6.747,0.2628,1.2414,0.0,186.9241,0.0,188.1656
M2,LA GRAN VIA,311,37,41,450,127,5,62.058,13.3739,0.7171,0.027,0.132,3.4132,0.6795,187.3344,191.5591
M1,LA GRAN VIA,311,37,41,500,144,1,37.247,8.1167,6.86,0.2625,1.2622,0.0,210.8207,0.0,212.0829
M2,LA GRAN VIA,311,37,41,500,144,1,66.837,14.3936,0.5629,0.032,0.1036,3.676,0.806,201.6184,206.2039
M1,LA GRAN VIA,311,37,41,500,136,2,33.595,7.2717,6.028,0.2383,1.1092,0.0,188.9533,0.0,190.0624
M2,LA GRAN VIA,311,37,41,500,136,2,73.56,15.717,0.8459,0.0304,0.1557,4.0458,0.7636,220.1556,225.1207
M1,LA GRAN VIA,311,37,41,500,129,3,37.619,8.1666,6.284,0.2464,1.1563,0.0,211.6715,0.0,212.8278
M2,LA GRAN VIA,311,37,41,500,129,3,69.783,15.0464,0.8574,0.0325,0.1578,3.8381,0.8189,210.7622,215.5769
M1,LA GRAN VIA,311,37,41,500,141,4,33.564,7.2866,6.771,0.2578,1.2459,0.0,189.8175,0.0,191.0634
M2,LA GRAN VIA,311,37,41,500,141,4,71.152,15.2728,0.5307,0.0166,0.0976,3.9134,0.417,213.9337,218.3617
M1,LA GRAN VIA,311,37,41,500,136,5,35.506,7.7525,7.156,0.2747,1.3167,0.0,201.9656,0.0,203.2823
M2,LA GRAN VIA,311,37,41,500,136,5,59.583,12.85,0.9137,0.0316,0.1681,3.2771,0.7954,179.9959,184.2365
M1,LA GRAN VIA,311,37,41,550,151,1,40.892,8.8738,6.064,0.2386,1.1158,0.0,229.2697,0.0,230.3854
M2,LA GRAN VIA,311,37,41,550,151,1,71.467,15.4675,0.7594,0.0284,0.1397,3.9307,0.7148,216.6608,221.4459
M1,LA GRAN VIA,311,37,41,550,146,2,26.335,5.6665,6.576,0.2508,1.21,0.0,148.8793,0.0,150.0893
M2,LA GRAN VIA,311,37,41,550,146,2,74.13,15.8658,0.5765,0.0201,0.1061,4.0771,0.5055,222.2404,226.9292
M1,LA GRAN VIA,311,37,41,550,134,3,40.309,8.7741,6.646,0.2606,1.2229,0.0,227.3126,0.0,228.5355
M2,LA GRAN VIA,311,37,41,550,134,3,72.985,15.7581,0.9953,0.0375,0.1831,4.0142,0.944,220.7311,225.8724
M1,LA GRAN VIA,311,37,41,550,152,4,36.003,7.8213,7.225,0.2603,1.3294,0.0,203.3331,0.0,204.6625
M2,LA GRAN VIA,311,37,41,550,152,4,68.27,14.7184,0.4641,0.0138,0.0854,3.7549,0.3464,206.1673,210.354
M1,LA GRAN VIA,311,37,41,550,146,5,37.339,8.1389,6.651,0.2586,1.2238,0.0,211.2815,0.0,212.5053
M2,LA GRAN VIA,311,37,41,550,146,5,73.739,15.8822,0.724,0.0277,0.1332,4.0556,0.6957,222.4701,227.3547
M1,LA GRAN VIA,311,37,41,600,162,1,43.502,9.4308,6.298,0.2555,1.1588,0.0,243.709,0.0,244.8678
M2,LA GRAN VIA,311,37,41,600,162,1,79.158,16.9161,0.7396,0.0281,0.1361,4.3537,0.7073,236.9518,242.1489
M1,LA GRAN VIA,311,37,41,600,161,2,28.461,6.1162,6.137,0.248,1.1292,0.0,160.1245,0.0,161.2537
M2,LA GRAN VIA,311,37,41,600,161,2,83.085,17.7773,1.0933,0.0351,0.2012,4.5697,0.8836,249.0148,254.6693
M1,LA GRAN VIA,311,37,41,600,143,3,30.175,6.7536,6.281,0.2405,1.1557,0.0,175.9728,0.0,177.1285
M2,LA GRAN VIA,311,37,41,600,143,3,80.38,17.3522,0.9432,0.0342,0.1735,4.4209,0.86,243.0614,248.5158
M1,LA GRAN VIA,311,37,41,600,163,4,37.544,8.1636,7.093,0.2736,1.3051,0.0,212.2812,0.0,213.5863
M2,LA GRAN VIA,311,37,41,600,163,4,84.755,18.2247,0.3635,0.0114,0.0669,4.6615,0.2856,255.2823,260.2963
M1,LA GRAN VIA,311,37,41,600,158,5,40.161,8.7494,6.609,0.2747,1.2161,0.0,227.0472,0.0,228.2633
M2,LA GRAN VIA,311,37,41,600,158,5,79.41,17.0697,0.5721,0.024,0.1053,4.3675,0.6036,239.1041,244.1805
M1,LA GRAN VIA,311,37,41,650,170,1,44.558,9.6872,7.071,0.2533,1.3011,0.0,250.1034,0.0,251.4045
M2,LA GRAN VIA,311,37,41,650,170,1,86.855,18.7681,1.136,0.0381,0.209,4.777,0.9598,262.8937,268.8395
M1,LA GRAN VIA,311,37,41,650,171,2,30.445,6.5781,5.224,0.2314,0.9612,0.0,171.3274,0.0,172.2887
M2,LA GRAN VIA,311,37,41,650,171,2,84.577,18.048,1.0933,0.0351,0.2012,4.6517,0.8836,252.8081,258.5446
M1,LA GRAN VIA,311,37,41,650,154,3,31.934,7.1822,6.835,0.2597,1.2576,0.0,187.2399,0.0,188.4975
M2,LA GRAN VIA,311,37,41,650,154,3,84.977,18.3194,0.8929,0.0413,0.1643,4.6737,1.0384,256.6092,262.4857
M1,LA GRAN VIA,311,37,41,650,169,4,41.601,9.0583,6.975,0.2678,1.2834,0.0,234.6451,0.0,235.9285
M2,LA GRAN VIA,311,37,41,650,169,4,79.987,17.2536,0.9285,0.0279,0.1708,4.3993,0.7021,241.68,246.9522
M1,LA GRAN VIA,311,37,41,650,173,5,43.346,9.4542,7.215,0.28,1.3276,0.0,244.9116,0.0,246.2392
M2,LA GRAN VIA,311,37,41,650,173,5,80.255,17.233,1.032,0.0337,0.1899,4.414,0.8486,241.3919,246.8445
M1,LA GRAN VIA,311,37,41,700,174,1,47.209,10.2483,6.542,0.2689,1.2037,0.0,264.6115,0.0,265.8152
M2,LA GRAN VIA,311,37,41,700,174,1,97.225,20.788,0.7478,0.0285,0.1376,5.3474,0.7167,291.1884,297.39
M1,LA GRAN VIA,311,37,41,700,181,2,32.388,6.9951,6.276,0.2422,1.1548,0.0,182.0905,0.0,183.2453
M2,LA GRAN VIA,311,37,41,700,181,2,89.103,19.1061,0.345,0.0223,0.0635,4.9007,0.5615,267.6287,273.1543
M1,LA GRAN VIA,311,37,41,700,164,3,32.894,7.3783,6.529,0.2414,1.2013,0.0,191.7121,0.0,192.9134
M2,LA GRAN VIA,311,37,41,700,164,3,93.251,20.06,0.6483,0.0187,0.1193,5.1288,0.4694,280.99,286.7075
M1,LA GRAN VIA,311,37,41,700,181,4,43.044,9.3208,6.881,0.2545,1.2661,0.0,240.9145,0.0,242.1807
M2,LA GRAN VIA,311,37,41,700,181,4,89.051,19.2,0.4742,0.0147,0.0873,4.8978,0.3709,268.944,274.3
M1,LA GRAN VIA,311,37,41,700,182,5,46.831,10.2283,6.872,0.2633,1.2644,0.0,263.9695,0.0,265.2339
M2,LA GRAN VIA,311,37,41,700,182,5,83.508,18.005,0.9929,0.0334,0.1827,4.5929,0.8413,252.2053,257.8222
M1,LA GRAN VIA,311,37,41,750,183,1,51.56,11.2105,5.486,0.2706,1.0094,0.0,288.8641,0.0,289.8735
M2,LA GRAN VIA,311,37,41,750,183,1,97.003,20.8883,0.701,0.0278,0.129,5.3352,0.6987,292.5933,298.7562
M1,LA GRAN VIA,311,37,41,750,189,2,33.674,7.2787,5.694,0.2311,1.0477,0.0,188.947,0.0,189.9947
M2,LA GRAN VIA,311,37,41,750,189,2,97.57,20.8761,0.531,0.0193,0.0977,5.3664,0.4867,292.4224,298.3732
M1,LA GRAN VIA,311,37,41,750,173,3,50.285,10.9617,6.484,0.245,1.1931,0.0,281.9597,0.0,283.1528
M2,LA GRAN VIA,311,37,41,750,173,3,96.995,20.8955,0.8365,0.026,0.1539,5.3347,0.6548,292.6942,298.8376
M1,LA GRAN VIA,311,37,41,750,189,4,47.163,10.25,6.321,0.2608,1.1631,0.0,264.453,0.0,265.6161
M2,LA GRAN VIA,311,37,41,750,189,4,98.702,21.2536,0.7069,0.0232,0.1301,5.4286,0.5833,297.7098,303.8517
M1,LA GRAN VIA,311,37,41,750,186,5,47.785,10.425,6.376,0.2645,1.1732,0.0,268.9466,0.0,270.1197
M2,LA GRAN VIA,311,37,41,750,186,5,94.324,20.2622,0.7068,0.0266,0.1301,5.1878,0.6696,283.823,289.8105
M1,LA GRAN VIA,311,37,41,800,192,1,53.739,11.6567,6.321,0.2608,1.1631,0.0,299.8443,0.0,301.0074
M2,LA GRAN VIA,311,37,41,800,192,1,102.884,22.143,0.7216,0.0273,0.1328,5.6586,0.6877,310.1688,316.6479
M1,LA GRAN VIA,311,37,41,800,197,2,35.164,7.599,6.667,0.2636,1.2267,0.0,197.8234,0.0,199.0502
M2,LA GRAN VIA,311,37,41,800,197,2,102.048,21.8695,0.5459,0.0299,0.1004,5.6126,0.7511,306.3363,312.8005
M1,LA GRAN VIA,311,37,41,800,181,3,55.73,12.1406,6.681,0.2597,1.2293,0.0,311.9924,0.0,313.2217
M2,LA GRAN VIA,311,37,41,800,181,3,105.737,22.8194,0.8009,0.04,0.1474,5.8155,1.0054,319.643,326.6113
M1,LA GRAN VIA,311,37,41,800,198,4,50.514,10.9497,6.94,0.2636,1.277,0.0,282.1279,0.0,283.4048
M2,LA GRAN VIA,311,37,41,800,198,4,99.231,21.3772,0.8365,0.026,0.1539,5.4577,0.6548,299.4414,305.7078
M1,LA GRAN VIA,311,37,41,800,196,5,50.773,11.08,7.117,0.2711,1.3095,0.0,285.5941,0.0,286.9036
M2,LA GRAN VIA,311,37,41,800,196,5,98.572,21.1153,0.9222,0.0324,0.1697,5.4215,0.8141,295.7721,302.1774
