modelo,barrio,comercios_barrio,cids_barrio,almacenes_barrio,paquetes,comercios_seleccionados,semilla,total_kms_walk,total_hours_walk,total_kms_drive,total_hours_drive,distance_cost_van,distance_cost_ona,time_cost_van,time_cost_ona,total_cost
M1,CABANYAL-CANYAMELAR,366,45,546,400,127,1,27.057,5.8122,11.381,0.4481,2.0941,0.0,157.5071,0.0,159.6012
M2,CABANYAL-CANYAMELAR,366,45,546,400,127,1,44.926,9.3755,1.4487,0.0501,0.2666,2.4709,1.2608,131.3278,135.3261
M1,CABANYAL-CANYAMELAR,366,45,546,400,120,2,32.222,6.7764,11.523,0.4481,2.1202,0.0,181.7672,0.0,183.8874
M2,CABANYAL-CANYAMELAR,366,45,546,400,120,2,43.309,9.0358,1.7335,0.0636,0.319,2.382,1.6008,126.569,130.8708
M1,CABANYAL-CANYAMELAR,366,45,546,400,107,3,25.227,5.3978,11.909,0.4322,2.1913,0.0,146.6832,0.0,148.8745
M2,CABANYAL-CANYAMELAR,366,45,546,400,107,3,41.374,8.638,0.7709,0.0289,0.1418,2.2756,0.7266,120.9968,124.1408
M1,CABANYAL-CANYAMELAR,366,45,546,400,119,4,31.267,6.7731,11.8,0.4794,2.1712,0.0,182.4737,0.0,184.6449
M2,CABANYAL-CANYAMELAR,366,45,546,400,119,4,40.813,8.5481,1.8942,0.0724,0.3485,2.2447,1.8205,119.7373,124.151
M1,CABANYAL-CANYAMELAR,366,45,546,400,116,5,27.957,5.9678,9.914,0.4458,1.8242,0.0,161.3666,0.0,163.1908
M2,CABANYAL-CANYAMELAR,366,45,546,400,116,5,42.988,8.7961,1.367,0.0411,0.2515,2.3643,1.034,123.2118,126.8617
M1,CABANYAL-CANYAMELAR,366,45,546,450,141,1,30.876,6.628,10.171,0.4494,1.8715,0.0,178.0695,0.0,179.9409
M2,CABANYAL-CANYAMELAR,366,45,546,450,141,1,46.708,9.7509,1.3374,0.0424,0.2461,2.5689,1.0679,136.5853,140.4682
M1,CABANYAL-CANYAMELAR,366,45,546,450,131,2,28.99,6.1222,11.803,0.4833,2.1718,0.0,166.1965,0.0,168.3682
M2,CABANYAL-CANYAMELAR,366,45,546,450,131,2,46.58,9.7775,1.9314,0.0718,0.3554,2.5619,1.8076,136.9579,141.6827
M1,CABANYAL-CANYAMELAR,366,45,546,450,119,3,28.555,6.0856,12.035,0.4372,2.2144,0.0,164.1132,0.0,166.3277
M2,CABANYAL-CANYAMELAR,366,45,546,450,119,3,47.462,9.9114,0.9295,0.0339,0.171,2.6104,0.8532,138.8339,142.4686
M1,CABANYAL-CANYAMELAR,366,45,546,450,132,4,33.751,7.3386,13.458,0.4847,2.4763,0.0,196.8355,0.0,199.3118
M2,CABANYAL-CANYAMELAR,366,45,546,450,132,4,47.512,9.9992,1.3298,0.0522,0.2447,2.6132,1.3145,140.0636,144.2358
M1,CABANYAL-CANYAMELAR,366,45,546,450,127,5,30.665,6.5236,13.219,0.4595,2.4323,0.0,175.694,0.0,178.1263
M2,CABANYAL-CANYAMELAR,366,45,546,450,127,5,47.025,9.6489,0.7811,0.026,0.1437,2.5864,0.6539,135.157,138.541
M1,CABANYAL-CANYAMELAR,366,45,546,500,150,1,32.634,7.0339,9.838,0.4405,1.8102,0.0,188.0563,0.0,189.8665
M2,CABANYAL-CANYAMELAR,366,45,546,500,150,1,50.434,10.5039,1.2637,0.0407,0.2325,2.7739,1.0237,147.1336,151.1637
M1,CABANYAL-CANYAMELAR,366,45,546,500,141,2,36.703,7.7439,10.266,0.4695,1.8889,0.0,206.6487,0.0,208.5377
M2,CABANYAL-CANYAMELAR,366,45,546,500,141,2,50.937,10.6892,1.3633,0.0387,0.2508,2.8015,0.9738,149.7283,153.7545
M1,CABANYAL-CANYAMELAR,366,45,546,500,131,3,32.279,6.9175,12.491,0.4531,2.2983,0.0,185.443,0.0,187.7414
M2,CABANYAL-CANYAMELAR,366,45,546,500,131,3,51.095,10.6264,0.9295,0.0339,0.171,2.8102,0.8532,148.8491,152.6835
M1,CABANYAL-CANYAMELAR,366,45,546,500,148,4,37.193,8.0458,10.591,0.4855,1.9487,0.0,214.6496,0.0,216.5983
M2,CABANYAL-CANYAMELAR,366,45,546,500,148,4,50.5,10.5978,1.8161,0.0609,0.3342,2.7775,1.5315,148.4482,153.0914
M1,CABANYAL-CANYAMELAR,366,45,546,500,137,5,30.218,6.3864,13.449,0.4583,2.4746,0.0,172.2131,0.0,174.6877
M2,CABANYAL-CANYAMELAR,366,45,546,500,137,5,52.284,10.6336,0.7811,0.026,0.1437,2.8756,0.6539,148.9504,152.6237
M1,CABANYAL-CANYAMELAR,366,45,546,550,163,1,34.767,7.5058,9.931,0.4461,1.8273,0.0,200.0702,0.0,201.8975
M2,CABANYAL-CANYAMELAR,366,45,546,550,163,1,57.36,11.8536,1.3566,0.0429,0.2496,3.1548,1.0793,166.0395,170.5233
M1,CABANYAL-CANYAMELAR,366,45,546,550,153,2,38.682,8.1764,12.749,0.4744,2.3458,0.0,217.6554,0.0,220.0012
M2,CABANYAL-CANYAMELAR,366,45,546,550,153,2,54.506,11.4369,1.075,0.0441,0.1978,2.9978,1.1083,160.2026,164.5066
M1,CABANYAL-CANYAMELAR,366,45,546,550,142,3,34.489,7.3905,10.732,0.4192,1.9747,0.0,196.4921,0.0,198.4667
M2,CABANYAL-CANYAMELAR,366,45,546,550,142,3,59.588,12.4475,1.4294,0.0503,0.263,3.2773,1.2656,174.3581,179.1641
M1,CABANYAL-CANYAMELAR,366,45,546,550,157,4,36.644,7.8217,13.096,0.4811,2.4097,0.0,208.8984,0.0,211.3081
M2,CABANYAL-CANYAMELAR,366,45,546,550,157,4,55.449,11.5697,1.3064,0.0513,0.2404,3.0497,1.2908,162.0628,166.6437
M1,CABANYAL-CANYAMELAR,366,45,546,550,148,5,32.197,6.7942,12.13,0.4822,2.2319,0.0,183.0738,0.0,185.3057
M2,CABANYAL-CANYAMELAR,366,45,546,550,148,5,53.708,10.9514,1.4703,0.0566,0.2705,2.9539,1.4248,153.4015,158.0508
M1,CABANYAL-CANYAMELAR,366,45,546,600,171,1,36.043,7.7769,12.196,0.4692,2.2441,0.0,207.4715,0.0,209.7155
M2,CABANYAL-CANYAMELAR,366,45,546,600,171,1,61.447,12.7792,1.6977,0.0563,0.3124,3.3796,1.4156,179.0046,184.1122
M1,CABANYAL-CANYAMELAR,366,45,546,600,160,2,41.829,8.907,10.075,0.4711,1.8538,0.0,235.9526,0.0,237.8064
M2,CABANYAL-CANYAMELAR,366,45,546,600,160,2,58.044,12.2528,1.7353,0.0564,0.3193,3.1924,1.4197,171.6313,176.5628
M1,CABANYAL-CANYAMELAR,366,45,546,600,150,3,35.354,7.6317,10.907,0.4314,2.0069,0.0,202.8663,0.0,204.8732
M2,CABANYAL-CANYAMELAR,366,45,546,600,150,3,58.809,12.26,1.6353,0.0633,0.3009,3.2345,1.5919,171.7319,176.8593
M1,CABANYAL-CANYAMELAR,366,45,546,600,168,4,42.364,9.1764,11.994,0.5011,2.2069,0.0,243.4855,0.0,245.6924
M2,CABANYAL-CANYAMELAR,366,45,546,600,168,4,61.244,12.7017,1.9643,0.0747,0.3614,3.3684,1.8792,177.9186,183.5276
M1,CABANYAL-CANYAMELAR,366,45,546,600,156,5,31.38,6.6714,9.938,0.4308,1.8286,0.0,178.6922,0.0,180.5208
M2,CABANYAL-CANYAMELAR,366,45,546,600,156,5,57.734,11.7839,1.0979,0.035,0.202,3.1754,0.8817,165.0632,169.3223
M1,CABANYAL-CANYAMELAR,366,45,546,650,184,1,40.056,8.6311,11.475,0.4433,2.1114,0.0,228.3127,0.0,230.4241
M2,CABANYAL-CANYAMELAR,366,45,546,650,184,1,67.179,13.9525,1.6426,0.065,0.3022,3.6948,1.6342,195.4394,201.0707
M1,CABANYAL-CANYAMELAR,366,45,546,650,176,2,44.239,9.4006,10.459,0.4719,1.9245,0.0,248.3921,0.0,250.3166
M2,CABANYAL-CANYAMELAR,366,45,546,650,176,2,62.9,13.1922,1.7511,0.0571,0.3222,3.4595,1.4355,184.7893,190.0064
M1,CABANYAL-CANYAMELAR,366,45,546,650,162,3,38.436,8.2836,10.031,0.432,1.8457,0.0,219.2832,0.0,221.1289
M2,CABANYAL-CANYAMELAR,366,45,546,650,162,3,65.465,13.645,1.291,0.0506,0.2375,3.6006,1.2723,191.1326,196.243
M1,CABANYAL-CANYAMELAR,366,45,546,650,182,4,45.298,9.7963,13.103,0.4711,2.411,0.0,258.329,0.0,260.74
M2,CABANYAL-CANYAMELAR,366,45,546,650,182,4,62.934,13.095,0.6504,0.0251,0.1197,3.4614,0.6307,183.4282,187.64
M1,CABANYAL-CANYAMELAR,366,45,546,650,168,5,33.395,7.1045,12.067,0.4669,2.2203,0.0,190.4968,0.0,192.7172
M2,CABANYAL-CANYAMELAR,366,45,546,650,168,5,64.828,13.1458,1.3146,0.0443,0.2419,3.5655,1.1139,184.1405,189.0618
M1,CABANYAL-CANYAMELAR,366,45,546,700,193,1,42.421,9.1595,11.058,0.438,2.0347,0.0,241.4735,0.0,243.5082
M2,CABANYAL-CANYAMELAR,366,45,546,700,193,1,74.009,15.2364,1.5238,0.061,0.2804,4.0705,1.5336,213.4239,219.3083
M1,CABANYAL-CANYAMELAR,366,45,546,700,186,2,45.401,9.6911,10.944,0.47,2.0137,0.0,255.6524,0.0,257.6661
M2,CABANYAL-CANYAMELAR,366,45,546,700,186,2,67.74,14.2939,1.392,0.0514,0.2561,3.7257,1.2941,200.2216,205.4975
M1,CABANYAL-CANYAMELAR,366,45,546,700,172,3,41.171,8.8978,10.992,0.4997,2.0225,0.0,236.4403,0.0,238.4628
M2,CABANYAL-CANYAMELAR,366,45,546,700,172,3,69.856,14.6083,1.8987,0.0663,0.3494,3.8421,1.6679,204.6265,210.4858
M1,CABANYAL-CANYAMELAR,366,45,546,700,186,4,46.483,10.0464,12.739,0.4958,2.344,0.0,265.243,0.0,267.587
M2,CABANYAL-CANYAMELAR,366,45,546,700,186,4,67.197,13.963,2.1855,0.0676,0.4021,3.6958,1.7014,195.5874,201.3868
M1,CABANYAL-CANYAMELAR,366,45,546,700,181,5,39.06,8.378,13.022,0.482,2.396,0.0,222.9172,0.0,225.3132
M2,CABANYAL-CANYAMELAR,366,45,546,700,181,5,66.37,13.5342,0.9503,0.034,0.1749,3.6504,0.8558,189.5801,194.261
M1,CABANYAL-CANYAMELAR,366,45,546,750,201,1,43.217,9.3442,12.912,0.4592,2.3758,0.0,246.6527,0.0,249.0285
M2,CABANYAL-CANYAMELAR,366,45,546,750,201,1,71.518,14.7772,1.2782,0.0448,0.2352,3.9335,1.1275,206.9921,212.2883
M1,CABANYAL-CANYAMELAR,366,45,546,750,198,2,47.558,10.1177,12.414,0.4489,2.2842,0.0,265.8557,0.0,268.1398
M2,CABANYAL-CANYAMELAR,366,45,546,750,198,2,73.821,15.4752,0.4476,0.0187,0.0824,4.0602,0.4699,216.7696,221.382
M1,CABANYAL-CANYAMELAR,366,45,546,750,185,3,44.373,9.5606,13.005,0.4914,2.3929,0.0,252.9071,0.0,255.3
M2,CABANYAL-CANYAMELAR,366,45,546,750,185,3,70.298,14.6367,0.8022,0.0307,0.1476,3.8664,0.7726,205.0233,209.81
M1,CABANYAL-CANYAMELAR,366,45,546,750,198,4,44.831,9.5739,11.55,0.4581,2.1252,0.0,252.4051,0.0,254.5303
M2,CABANYAL-CANYAMELAR,366,45,546,750,198,4,71.684,14.8603,1.7107,0.0644,0.3148,3.9426,1.6201,208.1552,214.0327
M1,CABANYAL-CANYAMELAR,366,45,546,750,190,5,40.978,8.7886,11.572,0.4583,2.1292,0.0,232.6528,0.0,234.7821
M2,CABANYAL-CANYAMELAR,366,45,546,750,190,5,70.632,14.4583,1.3215,0.0499,0.2432,3.8848,1.2552,202.5249,207.908
M1,CABANYAL-CANYAMELAR,366,45,546,800,207,1,44.029,9.487,12.099,0.4517,2.2262,0.0,250.0569,0.0,252.2831
M2,CABANYAL-CANYAMELAR,366,45,546,800,207,1,75.998,15.7981,1.3454,0.0466,0.2475,4.1799,1.1731,221.2914,226.8919
M1,CABANYAL-CANYAMELAR,366,45,546,800,210,2,49.606,10.5547,12.577,0.4617,2.3142,0.0,277.1722,0.0,279.4864
M2,CABANYAL-CANYAMELAR,366,45,546,800,210,2,76.234,16.0362,1.1342,0.0442,0.2087,4.1929,1.1126,224.6266,230.1408
M1,CABANYAL-CANYAMELAR,366,45,546,800,197,3,48.066,10.3731,12.261,0.4683,2.256,0.0,272.7696,0.0,275.0256
M2,CABANYAL-CANYAMELAR,366,45,546,800,197,3,78.812,16.4464,1.2229,0.0406,0.225,4.3347,1.0205,230.3727,235.9529
M1,CABANYAL-CANYAMELAR,366,45,546,800,207,4,50.966,11.0411,12.589,0.4892,2.3164,0.0,290.1019,0.0,292.4183
M2,CABANYAL-CANYAMELAR,366,45,546,800,207,4,76.985,15.9706,2.0347,0.0631,0.3744,4.2342,1.5881,223.7077,229.9044
M1,CABANYAL-CANYAMELAR,366,45,546,800,199,5,43.114,9.2858,13.229,0.5003,2.4341,0.0,246.2187,0.0,248.6528
M2,CABANYAL-CANYAMELAR,366,45,546,800,199,5,73.117,14.9461,0.8835,0.029,0.1626,4.0214,0.7307,209.3575,214.2722
M1,CABANYAL-CANYAMELAR,366,45,546,850,218,1,45.83,9.892,11.949,0.5011,2.1986,0.0,261.49,0.0,263.6886
M2,CABANYAL-CANYAMELAR,366,45,546,850,218,1,79.649,16.475,2.0096,0.0794,0.3698,4.3807,1.9988,230.774,237.5233
M1,CABANYAL-CANYAMELAR,366,45,546,850,217,2,47.579,10.1344,12.014,0.4653,2.2106,0.0,266.6893,0.0,268.8999
M2,CABANYAL-CANYAMELAR,366,45,546,850,217,2,78.583,16.55,1.9875,0.0598,0.3657,4.3221,1.5048,231.8239,238.0165
M1,CABANYAL-CANYAMELAR,366,45,546,850,203,3,41.439,8.9756,12.401,0.4689,2.2818,0.0,237.6224,0.0,239.9041
M2,CABANYAL-CANYAMELAR,366,45,546,850,203,3,80.117,16.6767,0.6443,0.0218,0.1186,4.4064,0.5487,233.5993,238.673
M1,CABANYAL-CANYAMELAR,366,45,546,850,216,4,53.055,11.4883,13.338,0.4878,2.4542,0.0,301.3191,0.0,303.7733
M2,CABANYAL-CANYAMELAR,366,45,546,850,216,4,80.146,16.6092,1.2093,0.048,0.2225,4.408,1.2069,232.6534,238.4908
M1,CABANYAL-CANYAMELAR,366,45,546,850,205,5,44.836,9.6933,11.071,0.4553,2.0371,0.0,255.3388,0.0,257.3758
M2,CABANYAL-CANYAMELAR,366,45,546,850,205,5,77.125,15.7436,1.0908,0.0383,0.2007,4.2419,0.9641,220.5282,225.9349
M1,CABANYAL-CANYAMELAR,366,45,546,900,226,1,44.248,9.5272,11.919,0.4636,2.1931,0.0,251.3694,0.0,253.5625
M2,CABANYAL-CANYAMELAR,366,45,546,900,226,1,87.013,17.9836,1.8666,0.0741,0.3435,4.7857,1.8653,251.9055,258.9
M1,CABANYAL-CANYAMELAR,366,45,546,900,227,2,47.282,10.0658,11.42,0.45,2.1013,0.0,264.5779,0.0,266.6792
M2,CABANYAL-CANYAMELAR,366,45,546,900,227,2,84.287,17.6995,1.8378,0.0705,0.3381,4.6358,1.7741,247.9253,254.6733
M1,CABANYAL-CANYAMELAR,366,45,546,900,210,3,46.755,10.1622,13.205,0.4942,2.4297,0.0,268.1138,0.0,270.5435
M2,CABANYAL-CANYAMELAR,366,45,546,900,210,3,86.586,18.0392,0.8183,0.0309,0.1506,4.7622,0.7765,252.6834,258.3727
M1,CABANYAL-CANYAMELAR,366,45,546,900,226,4,47.968,10.4274,12.032,0.5044,2.2139,0.0,275.0466,0.0,277.2605
M2,CABANYAL-CANYAMELAR,366,45,546,900,226,4,87.178,18.0006,2.0014,0.0758,0.3682,4.7948,1.9062,252.1429,259.2122
M1,CABANYAL-CANYAMELAR,366,45,546,900,216,5,47.131,10.2041,10.932,0.4989,2.0115,0.0,269.2871,0.0,271.2985
M2,CABANYAL-CANYAMELAR,366,45,546,900,216,5,82.812,16.9056,1.7597,0.0596,0.3238,4.5547,1.4989,236.8047,243.182
M1,CABANYAL-CANYAMELAR,366,45,546,950,234,1,46.56,10.0038,9.323,0.4303,1.7154,0.0,262.5224,0.0,264.2378
M2,CABANYAL-CANYAMELAR,366,45,546,950,234,1,88.097,18.2739,1.2814,0.0514,0.2358,4.8453,1.2942,255.9717,262.347
M1,CABANYAL-CANYAMELAR,366,45,546,950,237,2,58.718,12.4678,12.576,0.4844,2.314,0.0,325.8774,0.0,328.1913
M2,CABANYAL-CANYAMELAR,366,45,546,950,237,2,87.393,18.3575,0.5771,0.0227,0.1062,4.8066,0.5718,257.1424,262.6271
M1,CABANYAL-CANYAMELAR,366,45,546,950,221,3,45.161,9.8144,12.807,0.4506,2.3565,0.0,258.2657,0.0,260.6222
M2,CABANYAL-CANYAMELAR,366,45,546,950,221,3,87.142,18.1142,0.4617,0.0172,0.0849,4.7928,0.4318,253.7347,259.0442
M1,CABANYAL-CANYAMELAR,366,45,546,950,234,4,59.049,12.7758,13.223,0.5064,2.433,0.0,334.1806,0.0,336.6136
M2,CABANYAL-CANYAMELAR,366,45,546,950,234,4,89.12,18.4489,1.3099,0.0521,0.241,4.9016,1.3113,258.4232,264.8771
M1,CABANYAL-CANYAMELAR,366,45,546,950,226,5,48.739,10.541,13.33,0.5033,2.4527,0.0,277.8767,0.0,280.3294
M2,CABANYAL-CANYAMELAR,366,45,546,950,226,5,87.089,17.8065,1.0894,0.0394,0.2004,4.7899,0.992,249.4238,255.4062
M1,CABANYAL-CANYAMELAR,366,45,546,1000,244,1,47.542,10.2108,11.712,0.4414,2.155,0.0,268.0077,0.0,270.1627
M2,CABANYAL-CANYAMELAR,366,45,546,1000,244,1,93.11,19.2097,1.3442,0.0452,0.2473,5.121,1.1365,269.0803,275.5852
M1,CABANYAL-CANYAMELAR,366,45,546,1000,246,2,62.136,13.1749,11.438,0.4586,2.1046,0.0,343.0197,0.0,345.1243
M2,CABANYAL-CANYAMELAR,366,45,546,1000,246,2,89.019,18.763,1.2069,0.0388,0.2221,4.896,0.9755,262.8232,268.9168
M1,CABANYAL-CANYAMELAR,366,45,546,1000,227,3,40.786,8.8766,12.687,0.4497,2.3344,0.0,234.6505,0.0,236.985
M2,CABANYAL-CANYAMELAR,366,45,546,1000,227,3,90.319,18.7769,0.8777,0.0325,0.1615,4.9675,0.8186,263.0177,268.9654
M1,CABANYAL-CANYAMELAR,366,45,546,1000,242,4,60.904,13.1634,10.804,0.505,1.9879,0.0,343.8957,0.0,345.8836
M2,CABANYAL-CANYAMELAR,366,45,546,1000,242,4,90.878,18.8019,1.4112,0.054,0.2597,4.9983,1.3579,263.3681,269.9839
M1,CABANYAL-CANYAMELAR,366,45,546,1000,230,5,47.487,10.2994,12.338,0.4928,2.2702,0.0,271.5322,0.0,273.8024
M2,CABANYAL-CANYAMELAR,366,45,546,1000,230,5,89.671,18.2986,1.7072,0.0619,0.3141,4.9319,1.5563,256.3176,263.1199
M1,CABANYAL-CANYAMELAR,366,45,546,1050,249,1,52.075,11.2408,11.714,0.4297,2.1554,0.0,293.6298,0.0,295.7852
M2,CABANYAL-CANYAMELAR,366,45,546,1050,249,1,95.969,19.8231,1.0716,0.0327,0.1972,5.2783,0.8237,277.6723,283.9714
M1,CABANYAL-CANYAMELAR,366,45,546,1050,249,2,62.334,13.2688,12.053,0.4992,2.2178,0.0,346.4029,0.0,348.6206
M2,CABANYAL-CANYAMELAR,366,45,546,1050,249,2,95.465,20.0208,1.9146,0.072,0.3523,5.2506,1.8107,280.4418,287.8553
M1,CABANYAL-CANYAMELAR,366,45,546,1050,233,3,38.395,8.2335,10.747,0.4264,1.9774,0.0,217.8835,0.0,219.861
M2,CABANYAL-CANYAMELAR,366,45,546,1050,233,3,97.72,20.3372,1.2119,0.0445,0.223,5.3746,1.1203,284.8733,291.5912
M1,CABANYAL-CANYAMELAR,366,45,546,1050,247,4,63.612,13.7414,12.273,0.5614,2.2582,0.0,359.8589,0.0,362.1171
M2,CABANYAL-CANYAMELAR,366,45,546,1050,247,4,93.984,19.3423,2.1872,0.0834,0.4024,5.1691,2.0993,270.937,278.6079
M1,CABANYAL-CANYAMELAR,366,45,546,1050,239,5,53.674,11.5736,12.218,0.5181,2.2481,0.0,304.2259,0.0,306.474
M2,CABANYAL-CANYAMELAR,366,45,546,1050,239,5,94.498,19.2336,1.5291,0.0593,0.2814,5.1974,1.4907,269.4147,276.3841
M1,CAMI DE VERA,36,3,16,50,15,1,5.511,1.1819,3.166,0.1767,0.5825,0.0,34.1824,0.0,34.7649
M2,CAMI DE VERA,36,3,16,50,15,1,8.53,1.8092,0.329,0.0132,0.0605,0.4692,0.3323,25.3419,26.2039
M1,CAMI DE VERA,36,3,16,50,13,2,6.809,1.43,2.217,0.1895,0.4079,0.0,40.7454,0.0,41.1533
M2,CAMI DE VERA,36,3,16,50,13,2,5.33,1.1283,1.1886,0.0695,0.2187,0.2932,1.7475,15.8051,18.0645
M1,CAMI DE VERA,36,3,16,50,14,3,7.61,1.5886,1.617,0.1489,0.2975,0.0,43.7151,0.0,44.0126
M2,CAMI DE VERA,36,3,16,50,14,3,5.204,1.0697,0.3486,0.0219,0.0641,0.2862,0.5504,14.9841,15.8849
M1,CAMI DE VERA,36,3,16,50,17,4,6.591,1.3964,8.751,0.5397,1.6102,0.0,48.7127,0.0,50.3229
M2,CAMI DE VERA,36,3,16,50,17,4,7.248,1.5436,6.2289,0.2633,1.1461,0.3986,6.6236,21.6222,29.7906
M1,CAMI DE VERA,36,3,16,50,14,5,5.502,1.1725,3.289,0.173,0.6052,0.0,33.854,0.0,34.4592
M2,CAMI DE VERA,36,3,16,50,14,5,7.467,1.5753,0.4518,0.017,0.0831,0.4107,0.4285,22.0655,22.9879
M1,CAMI DE VERA,36,3,16,100,26,1,10.379,2.193,3.166,0.1767,0.5825,0.0,59.6217,0.0,60.2042
M2,CAMI DE VERA,36,3,16,100,26,1,10.286,2.1833,0.329,0.0132,0.0605,0.5657,0.3323,30.5828,31.5414
M1,CAMI DE VERA,36,3,16,100,21,2,2.882,0.6314,2.678,0.1653,0.4928,0.0,20.0441,0.0,20.5369
M2,CAMI DE VERA,36,3,16,100,21,2,8.718,1.8683,0.6331,0.0417,0.1165,0.4795,1.0483,26.1704,27.8147
M1,CAMI DE VERA,36,3,16,100,24,3,10.661,2.2359,3.314,0.2003,0.6098,0.0,61.2935,0.0,61.9033
M2,CAMI DE VERA,36,3,16,100,24,3,10.034,2.0692,0.5511,0.0318,0.1014,0.5519,0.8005,28.9839,30.4376
M1,CAMI DE VERA,36,3,16,100,23,4,10.382,2.1944,7.923,0.4675,1.4578,0.0,66.9742,0.0,68.4321
M2,CAMI DE VERA,36,3,16,100,23,4,9.525,2.045,5.4009,0.2503,0.9938,0.5239,6.297,28.6453,36.46
M1,CAMI DE VERA,36,3,16,100,23,5,9.835,2.0436,8.44,0.5128,1.553,0.0,64.3186,0.0,65.8716
M2,CAMI DE VERA,36,3,16,100,23,5,9.628,2.0153,5.466,0.2561,1.0057,0.5295,6.4445,28.2291,36.2089
M1,CAMI FONDO,61,6,19,50,15,1,8.29,1.9,3.147,0.0805,0.579,0.0,49.8306,0.0,50.4097
M2,CAMI FONDO,61,6,19,50,15,1,11.866,2.5586,0.474,0.0179,0.0872,0.6526,0.4501,35.8396,37.0295
M1,CAMI FONDO,61,6,19,50,15,2,6.007,1.3456,2.482,0.1042,0.4567,0.0,36.4749,0.0,36.9316
M2,CAMI FONDO,61,6,19,50,15,2,8.829,1.8378,0.5741,0.0176,0.1056,0.4856,0.4424,25.7425,26.7762
M1,CAMI FONDO,61,6,19,50,13,3,6.454,1.4722,2.167,0.078,0.3987,0.0,39.0051,0.0,39.4039
M2,CAMI FONDO,61,6,19,50,13,3,9.264,1.8908,0.1776,0.0096,0.0327,0.5095,0.241,26.4861,27.2693
M1,CAMI FONDO,61,6,19,50,13,4,4.761,1.0928,2.409,0.0903,0.4433,0.0,29.766,0.0,30.2092
M2,CAMI FONDO,61,6,19,50,13,4,6.428,1.4328,0.7739,0.0249,0.1424,0.3535,0.6276,20.0695,21.193
M1,CAMI FONDO,61,6,19,50,18,5,9.342,2.1525,1.861,0.0839,0.3424,0.0,56.267,0.0,56.6094
M2,CAMI FONDO,61,6,19,50,18,5,10.567,2.3419,1.1346,0.0412,0.2088,0.5812,1.0373,32.8049,34.6321
M1,CAMI FONDO,61,6,19,100,27,1,13.195,2.9489,2.644,0.0805,0.4865,0.0,76.221,0.0,76.7075
M2,CAMI FONDO,61,6,19,100,27,1,17.274,3.667,0.6086,0.0221,0.112,0.9501,0.5554,51.3648,52.9823
M1,CAMI FONDO,61,6,19,100,26,2,9.882,2.2222,3.139,0.1128,0.5776,0.0,58.7482,0.0,59.3258
M2,CAMI FONDO,61,6,19,100,26,2,15.7,3.2722,0.259,0.011,0.0477,0.8635,0.2766,45.8351,47.0229
M1,CAMI FONDO,61,6,19,100,25,3,11.884,2.758,3.029,0.0975,0.5573,0.0,71.8456,0.0,72.403
M2,CAMI FONDO,61,6,19,100,25,3,16.129,3.3697,1.3644,0.0443,0.251,0.8871,1.1153,47.2015,49.4549
M1,CAMI FONDO,61,6,19,100,26,4,11.539,2.6617,3.017,0.1022,0.5551,0.0,69.5393,0.0,70.0944
M2,CAMI FONDO,61,6,19,100,26,4,15.718,3.54,0.404,0.0132,0.0743,0.8645,0.3311,49.5865,50.8564
M1,CAMI FONDO,61,6,19,100,31,5,13.855,3.1205,2.386,0.0858,0.439,0.0,80.6726,0.0,81.1116
M2,CAMI FONDO,61,6,19,100,31,5,18.676,3.9664,0.4068,0.0168,0.0748,1.0272,0.4235,55.5589,57.0844
M1,CAMI FONDO,61,6,19,150,37,1,17.761,4.0386,2.721,0.1183,0.5007,0.0,104.5884,0.0,105.0891
M2,CAMI FONDO,61,6,19,150,37,1,22.395,4.8067,0.5175,0.0229,0.0952,1.2317,0.5774,67.3294,69.2337
M1,CAMI FONDO,61,6,19,150,33,2,13.528,3.1083,1.744,0.0944,0.3209,0.0,80.582,0.0,80.9029
M2,CAMI FONDO,61,6,19,150,33,2,19.028,4.0461,0.5193,0.0151,0.0956,1.0465,0.3809,56.6757,58.1987
M1,CAMI FONDO,61,6,19,150,31,3,14.512,3.3303,2.629,0.0944,0.4837,0.0,86.1659,0.0,86.6496
M2,CAMI FONDO,61,6,19,150,31,3,21.005,4.2808,0.4556,0.0151,0.0838,1.1553,0.3807,59.9635,61.5834
M1,CAMI FONDO,61,6,19,150,33,4,14.013,3.1811,2.595,0.0944,0.4775,0.0,82.4128,0.0,82.8903
M2,CAMI FONDO,61,6,19,150,33,4,17.288,3.8572,0.5045,0.0138,0.0928,0.9508,0.3472,54.03,55.4208
M1,CAMI FONDO,61,6,19,150,38,5,17.523,3.9494,2.387,0.0942,0.4392,0.0,101.7361,0.0,102.1753
M2,CAMI FONDO,61,6,19,150,38,5,21.278,4.5578,0.4421,0.0175,0.0813,1.1703,0.4412,63.8429,65.5357
M1,CAMI REAL,35,5,37,50,15,1,3.225,0.6883,14.545,0.8008,2.6763,0.0,37.467,0.0,40.1433
M2,CAMI REAL,35,5,37,50,15,1,5.32,1.1289,13.8064,0.4543,2.5404,0.2926,11.4291,15.8128,30.0749
M1,CAMI REAL,35,5,37,50,13,2,3.098,0.6678,1.148,0.0753,0.2112,0.0,18.6951,0.0,18.9064
M2,CAMI REAL,35,5,37,50,13,2,5.802,1.233,0.2739,0.0276,0.0504,0.3191,0.6935,17.2719,18.3349
M1,CAMI REAL,35,5,37,50,14,3,3.024,0.6428,2.782,0.1331,0.5119,0.0,19.5195,0.0,20.0314
