id,barrio,x,y
428941287,BENIMACLET,-0.3534662,39.48019
428941289,BENIMACLET,-0.3530364,39.4805311
1641286530,BENIMACLET,-0.3533428,39.4820297
2273205934,BENIMACLET,-0.3682122,39.4880238
2324942890,BENIMACLET,-0.3656793,39.4881223
3312381105,BENIMACLET,-0.3670896,39.488761
5683486759,BENIMACLET,-0.3540045,39.4856999
6213230524,BENIMACLET,-0.3658373,39.4858764
9759961193,BENIMACLET,-0.3599645,39.4818768
9759961198,BENIMACLET,-0.3610747,39.4827128
11543702052,BENIMACLET,-0.3545161,39.4824482
7195973996,BENIMACLET,-0.3583364,39.4805718
11543304037,BENIMACLET,-0.356175,39.4790493
11581738248,BENIMACLET,-0.3658155,39.4894466
88429275,LA CREU DEL GRAU,-0.3403809,39.4591
88429289,LA CREU DEL GRAU,-0.3477059,39.4608353
99503633,LA CREU DEL GRAU,-0.3387499,39.4617745
99503706,LA CREU DEL GRAU,-0.3423795,39.4595528
116761476,LA CREU DEL GRAU,-0.3410742,39.4579776
116761485,LA CREU DEL GRAU,-0.3437082,39.458563
253488402,LA CREU DEL GRAU,-0.3395382,39.4620049
253488485,LA CREU DEL GRAU,-0.3427187,39.4629501
253488515,LA CREU DEL GRAU,-0.3463179,39.4640199
253488565,LA CREU DEL GRAU,-0.347893,39.4644873
253496601,LA CREU DEL GRAU,-0.347305,39.464313
253496612,LA CREU DEL GRAU,-0.3440241,39.463338
253496618,LA CREU DEL GRAU,-0.3453085,39.4637197
253496743,LA CREU DEL GRAU,-0.3415279,39.4625962
253496756,LA CREU DEL GRAU,-0.3404995,39.4622906
253705151,LA CREU DEL GRAU,-0.3391351,39.4613821
253705162,LA CREU DEL GRAU,-0.3488697,39.4644802
253705163,LA CREU DEL GRAU,-0.3501493,39.4648434
253705166,LA CREU DEL GRAU,-0.3507244,39.4636546
253705167,LA CREU DEL GRAU,-0.3515351,39.4619748
