id,barrio,x,y
almacen_8172,FAVARA,-0.394505451217189,39.454823001530485
almacen_8539,FAVARA,-0.39356406614346756,39.45453544420146
almacen_8546,FAVARA,-0.39380256604511,39.45440491248581
almacen_8551,FAVARA,-0.3937173845605036,39.454595101311675
almacen_8554,FAVARA,-0.39324294480244326,39.45486397609768
almacen_8556,FAVARA,-0.3934709439869337,39.45475864686826
almacen_8558,FAVARA,-0.3940584207977309,39.455745504026986
almacen_8559,FAVARA,-0.3944260889972455,39.455793123670546
almacen_9211,FAVARA,-0.39263233300911843,39.4536468426875
almacen_9233,FAVARA,-0.3929657249042476,39.454329575935226
almacen_9234,FAVARA,-0.39289037455463466,39.45425826244766
almacen_9237,FAVARA,-0.39237407118465334,39.453876213673695
almacen_9242,FAVARA,-0.39313147513685287,39.45435751417711
almacen_9251,FAVARA,-0.3922636449525125,39.454273622201605
almacen_9252,FAVARA,-0.3923988459062428,39.454342484600346
almacen_9258,FAVARA,-0.39285795218894426,39.45587061671557
almacen_9274,FAVARA,-0.3927854856466933,39.45546520909631
almacen_9281,FAVARA,-0.3932444363854208,39.45538036339484
almacen_9282,FAVARA,-0.39308719972111295,39.45535936720424
almacen_9284,FAVARA,-0.3929067990249032,39.455250731798195
almacen_9285,FAVARA,-0.3928259036564534,39.45525188987047
almacen_9287,FAVARA,-0.39263763014770015,39.455170839583516
almacen_9295,FAVARA,-0.39185911306218707,39.4546488705109
almacen_9297,FAVARA,-0.3921591005724943,39.454751328434504
almacen_9299,FAVARA,-0.3924123077311962,39.454853768026204
almacen_9300,FAVARA,-0.39259041435480885,39.45492787355373
almacen_9303,FAVARA,-0.39304793470584404,39.45513066430994
almacen_9304,FAVARA,-0.39314298692212996,39.45517304841269
almacen_9888,FAVARA,-0.39203953415732784,39.455147255481215
almacen_9890,FAVARA,-0.3921860647338054,39.455195943745245
almacen_9893,FAVARA,-0.3908831140964532,39.456095522181386
almacen_9896,FAVARA,-0.3916588818175884,39.456233996695964
almacen_9898,FAVARA,-0.3914279845542938,39.45611329700346
almacen_9900,FAVARA,-0.39123141780601306,39.45599335553008
almacen_9904,FAVARA,-0.3917736227955267,39.45606972860259
almacen_8326,LA PETXINA,-0.3931223777980164,39.47560470387482
almacen_8789,LA PETXINA,-0.39295523332959215,39.474017133917634
almacen_8805,LA PETXINA,-0.3928057383026568,39.47462150782147
almacen_8811,LA PETXINA,-0.3941793183040619,39.47456564592416
almacen_8815,LA PETXINA,-0.39348157836292197,39.47492535275624
almacen_8816,LA PETXINA,-0.39283953316435966,39.47482438155333
almacen_9463,LA PETXINA,-0.3926268694265097,39.471534332088886
almacen_9465,LA PETXINA,-0.39201202486223485,39.47127494500606
almacen_9467,LA PETXINA,-0.39168777100191166,39.471229505099025
almacen_9468,LA PETXINA,-0.3915757830091439,39.47117807051355
almacen_9469,LA PETXINA,-0.3916059413332739,39.471062153180114
almacen_9471,LA PETXINA,-0.39154823298924035,39.47077602884374
almacen_9479,LA PETXINA,-0.3921522538570824,39.4704103572251
almacen_9491,LA PETXINA,-0.3911333390898962,39.472667258111535
almacen_9492,LA PETXINA,-0.39196590784543167,39.472439215422675
almacen_9495,LA PETXINA,-0.39354502516714596,39.47238209138099
almacen_9501,LA PETXINA,-0.3932023058519458,39.472421543044426
almacen_9516,LA PETXINA,-0.39115226449865986,39.4755218072642
almacen_9518,LA PETXINA,-0.3913901768562398,39.47537136408739
